title,keywords,description,,url,Topic,Sub classification,_id
ESD-Toolkit,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-dcterm; format-owl; format-rdf; format-skos; government; lodcloud-diagram-2014-08-30,Controlled lists for the public sector in Europe,,https://lod-cloud.net/dataset/esd-toolkit,,,esd-toolkit
statusnet-bka-li,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-bio; format-foaf; format-pos; format-rdf; format-sioc; lodcloud-diagram-2014-08-30; social web,StatusNet instance hosted at http://bka.li,,https://lod-cloud.net/dataset/statusnet-bka-li,,,statusnet-bka-li
Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,country; country-codes; demographics; economics; format-dcterms; format-prov; format-qb; format-rdf; format-sdmx; format-skos; government; indicators; international; license-metadata; linked-data; lod; lodcloud; lodcloud.candidate; national; no-proprietary-vocab; projects; provenance-metadata; published-by-third-party; statistics; switzerland; vocab-mappings; void-sparql-endpoint,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,,https://lod-cloud.net/dataset/bfs-linked-data,,,bfs-linked-data
AGROVOC,food; nutrition; agriculture; forestry; fisheries; scientific and common names of animals and plants; environment; biological notions; techniques of plant cultivation,AGROVOC is a controlled vocabulary covering all areas of interest of the Food and Agriculture Organization (FAO) of the United Nations  including food  nutrition  agriculture  forestry  fisheries  scientific and common names of animals and plants  environment  biological notions  techniques of plant cultivation and more.. It is published by FAO and edited by a community of experts.  AGROVOC is an RDF/ SKOS-XL concept scheme  and a Linked Open Data (LOD) set edited by the VocBench tool. It is available in up to 41 languages. The basic notions for a concept scheme are: concepts and terms. Concepts are grouped into 25 broad subject areas. For more information on the structure of the thesaurus and its historical background please consult the thesaurus introduction.  AGROVOC is widely used in specialized libraries as well as digital libraries and repositories to index content and for the purpose of text mining. It is also used as a specialized tagging resource for knowledge and content organization by FAO and other third-party stakeholders.,,https://lod-cloud.net/dataset/agrovoc,cultural heritage,cultural heritage,agrovoc
thesaurus,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,thesaurus alternativa,,https://lod-cloud.net/dataset/bioportal-thesaurus,Linguistics,Linguistics,bioportal-thesaurus
DBpedia in Basque,access-api; basque; crossdomain; dbpedia; deref-vocab; format-foaf; format-rdf; format-rdfs; format-xhtml; lod; lodcloud-diagram-2014-08-30; no-licence-metadata; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-producer; wikipedia,"Basque chapter of DBpedia. DBpedia is a ""community effort to extract structured information from Wikipedia and to make this information available on the Web. DBpedia allows you to ask sophisticated queries against Wikipedia  and to link other data sets on the Web to Wikipedia data. We hope this will make it easier for the amazing amount of information in Wikipedia to be used in new and interesting ways  and that it might inspire new mechanisms for navigating  linking and improving the encyclopedia itself.""",,https://lod-cloud.net/dataset/dbpedia-eu,,,dbpedia-eu
Coronavirus dataset,Coronavirus; species; strain; gene; protein; nucleotide; antibody; Medical,Coronavirus species dataset 6 128 Triples This dataset contains metadata about the species of coronavirus. Category of coronavirus species dataset 714 Triples This dataset contains the species classification of coronavirus. Coronavirus strain dataset 7 124 947 Triples This dataset contains metadata about the strains of the coronavirus. Coronavirus nucleotide dataset 19 707 510 Triples This dataset contains the coronavirus nucleic acid metadata. Coronavirus gene dataset 18 891 854 Triples This dataset contains metadata about the genes of the coronavirus. Coronavirus protein dataset 25 018 370 Triples This dataset contains metadata about proteins of the coronavirus. Coronavirus structure dataset 10 751 Triples This dataset contains metadata about the structure of the coronavirus. Coronavirus antibody dataset 25 989 Triples This dataset contains metadata for antibodies to the coronavirus. Coronavirus literature dateset 56 840 Triples This dataset contains published literature related to the coronavirus. coronavirus patent dataset 14 001 Triples This dataset contains published patents related to the coronavirus. Dataset of topics in coronavirus literature 24 Triples This dataset contains the classification of research topics in the coronavirus literature. Medical classification dataset with coronavirus literature 12 516 Triples This dataset contains the medical subject classification of the coronavirus literature. Coronavirus distributed country dataset 540 Triples This dataset contains the countries where the coronavirus was collected.,,https://lod-cloud.net/dataset/micro-coronavirus,health,Virology,micro-coronavirus
Bio2RDF::Wikipathways,bio2rdf; deref-vocab; format-dc; format-rdf; format-rdfs; license-metadata; lifesciences; lod; provenance-metadata; published-by-third-party; vocab-mappings,WikiPathways is a resource providing an open and public collection of  pathway maps created and curated by the community in a Wiki like style. All content is under the Creative Commons Attribution 3.0 Unported license.,,https://lod-cloud.net/dataset/bio2rdf-wikipathways,cultural heritage,,bio2rdf-wikipathways
Bdgp,bdgp; linkeddata; open-biomed,,,https://lod-cloud.net/dataset/bdgp,,,bdgp
DBpedia in Spanish,crossdomain; linguistic; lod; lodcloud-diagram-2014-08-30; no-proprietary-vocab; published-by-producer; wikipedia,These data correspond to the ontology DBpedia version 2014.,,https://lod-cloud.net/dataset/dbpedia-es,,,dbpedia-es
SNIK,Health Information Management; Hospital Information System,SNIK  the Semantic Network of Information Management in Hospitals  describes hospital information system management from a functional point of view: Who performs which function and which information is needed or updated by this function?  Licensed under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International.,,https://lod-cloud.net/dataset/snik,Other,Other,snik
Lower Layer Super Output Areas,deref-vocab; england; format-rdf; geographic; geography; linkeddata; lod; lodcloud.nolinks; lodcloud.unconnected; output-areas; published-by-producer; wales,This dataset provides information on the Lower Layer Super Output Areas for England and Wales  derived from information from the Office of National Statistics.    The data is in the form of Linked Data.  Each area has a URI  name  centroid location as lat/long and easting/northing and a link to the corresponding local authority area.    These identifiers are used by the Index of Multiple Deprivation linked data datasets at http://opendatacommunities.org    273128 triples,,https://lod-cloud.net/dataset/lower-layer-super-output-areas,,,lower-layer-super-output-areas
datos-artium-org,format-foaf; format-frbroo; format-owl; format-owltime; format-skos; format-wgs84; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; publications; published-by-producer,Open linked data from the Library and Museum of ARTIUM,,https://lod-cloud.net/dataset/datos-artium-org,cultural heritage,,datos-artium-org
N-Lex as Linked Data,government; latc; legal; lod,The original N-LEX is a portal developed by the EU publications office and EU governments. It offers a unified search form to national legislation databases  a multilingual dictionary (EUROVOC) as well as a context-sensitive help. The project started with 4 national databases and has grown to 23 databases today.  Besides the unified search form (which is not very useful for extraction purposes)  the website also contains links to the respective national websites of the databases. All national databases offer a non-standardized access to their data  which in all cases is HTML or worse (e.g. PDF documents). Given the fact  that there are also no dumps of raw data (e.g. CSV) available  there is no unified N-LEX dataset that can be converted and published as Linked Data. Rather each countries legislation database has to be treated as an autonomous dataset. Thus we have chosen one country  namely Germany and converted this database into Linked Data via scraping.,,https://lod-cloud.net/dataset/n-lex-as-linked-data,Linguistics,,n-lex-as-linked-data
Latin WordNet Revision in LiLa,Latin; Lexicon; LLOD; LiLa; Wordnet,Ongoing quality revision of Minozzi's Latin WordNet linked to the LiLa Knowledge Base  mapped to version 3.0 of the Princeton WordNet (as opposed to Minozzi's original mapping to version 1.6). The latest release contains synsets for 1612 additional lemmas that were not included in the original selection performed by Minozzi.,,https://lod-cloud.net/dataset/LatinWordnetLiLa,linguistic,lexicon,LatinWordnetLiLa0000018ae0f48f14
SALDO-RDF,lexicon; linguistics; llod; lod,SALDO  the Swedish Associative Thesaurus  a semantic lexicon in RDF.,,https://lod-cloud.net/dataset/saldo-rdf,linguistics,thesaurus,saldo-rdf
TIP,Indigenous People; Taiwan; aboriginal; government; indigenous; lod,A SPARQL endpoint of Taiwan Indigenous People provides Taiwan Indigenous people information  including 6 major subjects : [Ethnic](http://lod.apc.gov.tw:8890/schemas/Ethnic_Introduction/)  [Culture](http://lod.apc.gov.tw:8890/schemas/Cultural_Creative/)  [Travel](http://lod.apc.gov.tw:8890/schemas/Travel/)  [Gourmet](http://lod.apc.gov.tw:8890/schemas/Gourmet/)  [Ceremony](http://lod.apc.gov.tw:8890/schemas/Ceremony/) and [Business] (http://lod.apc.gov.tw:8890/schemas/Business/).,,https://lod-cloud.net/dataset/tip,,,tip
