Unnamed: 0,_id,url,title,description,keywords,Mariangela_topic,field used for the classification,comments,DISCUSSED,TO BE DECIDED,Gabriele_topic,Sana_topic
137,fu-berlin-drugbank,https://lod-cloud.net/dataset/fu-berlin-drugbank,DrugBank,The Linked Data version of DrugBank which is a repository of almost 5000 FDA-approved small molecule and biotech drugs. It contains detailed information about drugs including chemical  pharmacological and pharmaceutical data; along with comprehensive drug target data such as sequence  structure  and pathway information    links:bio2rdf-kegg 913  links:bio2rdf-symbol 1533,deref-vocab; format-rdf; lifesciences; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-provenance-metadata; published-by-third-party; vocab-mappings; void-sparql-endpoint,health,from the title. confirmed by the abstract,,,,health,cultural heritage
907,fu-berlin-medicare,https://lod-cloud.net/dataset/fu-berlin-medicare,MediCare,,deref-vocab; format-rdf; lifesciences; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; published-by-third-party; vocab-mappings,health,care mentioned in the title,,,,health,unclassified
405,fu-berlin-project-gutenberg,https://lod-cloud.net/dataset/fu-berlin-project-gutenberg,Project Gutenberg in RDF (FU Berlin),Metadata about public domain works available at Project Gutenberg.    Data last updated in 2007.,deref-vocab; format-dcmit; format-rdf; lod; lodcloud-diagram-2007-05-01; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; lodcloud.nolinks; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-third-party,,connectd to PROJECT GUTENBERG resource,,,yes,ND,health
327,fu-berlin-stitch,https://lod-cloud.net/dataset/fu-berlin-stitch,STITCH: Chemical-Protein Interactions,Linked Data version of STITCH which contains information on chemicals and proteins as well as their interactions and links. The links were derived from experiments  databases and the literature. STITCH contains interactions for over 68 000 chemicals and over 1.5 million proteins in 373 species.,deref-vocab; format-rdf; lifesciences; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-provenance-metadata; published-by-third-party; vocab-mappings,health,,,,,,
1184,gemet-annotated,https://lod-cloud.net/dataset/gemet-annotated,gemet-annotated,Details about how this dataset was built are described in the article: Are SKOS concept schemes ready for multilingual retrieval applications? — Diana Tanase and Epaminondas Kapetanios,llod; lod,not classified,"unclear from title, abstract, keywords. inaccessible resource",,,,,health
748,gene-expression-atlas-rdf,https://lod-cloud.net/dataset/gene-expression-atlas-rdf,Gene Expression Atlas RDF,The Gene Expression Atlas RDF provides information on gene expression patterns under different biological conditions. Gene expression data is re-analysed in-house to detect genes showing interesting baseline and differential expression patterns.,experimental factor ontology; functional genomics; gene expression; lifesciences; linked data; lod; lodcloud-diagram-2014-08-30; provenance-metadata; published-by-producer; rdf; vocab-mappings,health,gene in title and abstract,,,,health,linguistics
1452,geospatialworld-net,https://lod-cloud.net/dataset/geospatialworld-net,Geospatial World,Geo Spatial World dataset for English resources  built with WordLift from the website https://www.geospatialworld.net/,geospatial; wordlift;,not classified - geography,,,,,,health
1635,geospecies,https://lod-cloud.net/dataset/geospecies,GeoSpecies Knowledge Base,Data exposed: Information on Biological Orders  Families  Species as well as species occurrence records and related data    The data set currently contains information and linked data for: 19 230 Species  1 671 Familes  221 Orders. We have approximately 6 500 species observations  but are awaiting release on the majority of those.    Also see TaxonConcept  where species are modeled differently.    Size of dump and data set: 6.7 MB gzip,bio; biodiversity; ckanupload.esw.200910; deref-vocab; format-bibo; format-cc; format-dbp; format-dc; format-doap; format-foaf; format-geo; format-geonames; format-geospecies; format-owl; format-rdf; format-rdfs; format-skos; format-txn; format-umbel; format-uniprot; license-metadata; lifesciences; linkeddata; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-vocab-mappings; provenance-metadata; published-by-producer; rdf; void-sparql-endpoint,health,"biological in abstract, cofnirmed by biodiversity among keywords.",we do not consider it relevant as natural heritage,yes,,health,Education
353,heartfailure,https://lod-cloud.net/dataset/heartfailure,Meriterm Heart Failure Multilingual Terminology,Multilingual (English and French) Heart Failure Terminology linked with SNOMED-CT and ICD-10. Contains also mappings with UMLS and ICPC2.  Each Term Entry has several lexical representations  technical  lay-term and popular.  The terminology model is based on the Terminological Markup Framework (ISO 16642) and Data Categories from ISO 12620.  This is still a work-in-progress version of the resource    The license is Creative Commons Attribution Non-Commercial Share-Alike  http://creativecommons.org/licenses/by-nc-sa/2.0/,llod; lod,"linguistic, health",health justified for reference to heart,,,,,health
1589,hito0000018da2a543a7,https://lod-cloud.net/dataset/hito,HITO,A Health IT Ontology for systematically describing application systems and software products in health IT.,health IT; health informatics; free/libre open-source software,health,health in the absrtact,,,,health,Other
726,http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,https://lod-cloud.net/dataset/http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,Naturopathy knowledge Graph (Ontology and Dataset) - RDF distribution of the naturopathy dataset.,The Naturopathy knowledge Graph (Ontology and Dataset) describes relationships between foods  their nutrients  their color  mood  diseases  diets  and allergies. The Naturopathy knowledge Graph (Ontology and Dataset) has been extended to describe food as beneficial to boost the immune system.,"""naturopathy"";  ""food"";  ""immune system"";  ""Vitamin A"";  ""Vitamin B"";  ""Vitamin C"";   ""Vitamin D"";  ""Vitamin E"";  ""Zinc"";  ""Sufur"";  ""Recommendation"";  ""vocabulary""; ""semantics"";  ""ontology"";  ""Knowledge Graph"";  ""dataset""",health,food effect on diseases,,,,,health
766,http:www.semanticweb.orgambrishontologies202010untitled-ontology-24,https://lod-cloud.net/dataset/http:www.semanticweb.orgambrishontologies202010untitled-ontology-24,Covid19 Impact on Banking ontology (Covid19-IBO),Covid19 impact on Banking ontology (Covid19-IBO) that provides semantic information about the impact of the Covid-19 on the banking sector of India.,,health,from title-abstract-keywords,,,,health,cultural heritage
881,http:www.semanticweb.orgarchanaontologies20215untitled-ontology-6,https://lod-cloud.net/dataset/http:www.semanticweb.orgarchanaontologies20215untitled-ontology-6,Covid19 Impact on Banking ontology (Covid19-IBO 1.5),Covid19 Impact on Banking Ontology (Covid19-IBO) provides semantic information about the impact of the Covid-19 on the banking sector of India,,health,from title-abstract-keywords,,,,health,cultural heritage
1652,influence-tracker-dataset,https://lod-cloud.net/dataset/influence-tracker-dataset,Influence Tracker Dataset,Datasets regarding the Influence Tracker (http://www.influencetracker.com) service.  The SPARQL endpoint can be found at http://www.influencetracker.com:8890/sparql .,LOD; access-api; access-bulk; access-www; format-foaf; format-rdf; format-rdfs; influence; microblog; network; ontology; rdf; social; socialweb; twitter; usergeneratedcontent,not classified,,,,,health,
1358,iptc-newscodes,https://lod-cloud.net/dataset/iptc-newscodes,IPTC NewsCodes,The IPTC not only provides news exchange formats to the news industry but also creates and maintains sets of concepts to be assigned as metadata values to news objects like text  photographs  graphics  audio- and video files and streams. This allows for a consistent coding of news metadata over the course of time - that's the reason why we call them IPTC NewsCodes.  The universe of NewsCodes is currently split into many different sets - taxonomies - for increased manageability as topics usually relate to a specific area. A taxonomy is also likely to be used exclusively in a specific metadata property of a news exchange format.  To provide an easy overview of our taxonomies further we grouped them into four main areas:  * Descriptive NewsCodes: This is a group of taxonomies to describe the content of news items  including the key subject classification  IPTC Media Topics (which takes over from the previous IPTC Subject Codes). * Administrative NewsCodes: This is a group of taxonomies for proper administration of news items. * Transmission NewsCodes: This is a group of taxonomies with controlled values for the transmission process. * Exchange Format NewsCodes: This is a group of taxonomies with values to support specific functionalities of the different IPTC news exchange format standards. NewsML 1.x  NewsML-G2  EventsML-G2 and SportsML-G2 make use of this feature.   Each NewsCodes vocabulary can be referenced via our site  downloaded as a NewsML-G2 Knowledge Item  or downloaded in SKOS format (with IKOS extensions) in RDF/XML   RDF/Turtle and JSON-LD.  Find more details about our taxonomies on the [Overview page](https://iptc.org/standards/newscodes/).  Any NewsCode provided by the IPTC can be used at any stage of a news workflow without any royalty fee. But if one includes IPTC NewsCodes into an application the intellectual property and the copyright of the IPTC must be explicitly included.,lod; lodcloud.nolinks; lodcloud.unconnected; media; news; published-by-producer; subject;,not classified,,,,,,health
1566,it-aifa-drug-prices,https://lod-cloud.net/dataset/it-aifa-drug-prices,List of prices of medicinal products marketed in Italian Republic,The dataset provides prices of medicinal products marketed in Italian republic. The dataset was created on the base of information published by Italian Medicines Agency (http://www.agenziafarmaco.gov.it/).,czech; czech-republic; deref-vocab; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,health,,,,,health,
223,kupkb,https://lod-cloud.net/dataset/kupkb,Kidney and Urinary Pathway Knowledge Base,The KUPKB is a collection of omics datasets that have been extracted from scientific publications and other related renal databases. The iKUP browser provides a single point of entry for you to query and browse these datasets. http://www.kupkb.org. SPARQL endpoint http://sparql.kupkb.org/sparql,biological database; format-efo; gene expression; kidney; lifesciences; lod; lodcloud-diagram-2014-08-30; urinary pathway,health,,,,,SLR,health
1456,linked-life-data,https://lod-cloud.net/dataset/linked-life-data,Linked Life Data,Linked Life Data is aggregation of more than 25 popular biomedical data sources.    ### DOWNLOADS  http://linkedlifedata.com/sources    ### SPARQL  http://linkedlifedata.com/sparql,dataset-collection; deref-vocab; format-po; lifesciences; lod; lodcloud-diagram-2014-08-30; pdds; published-by-third-party,health,biomedical mentioned in the absract. ,,,,health,publications
1023,linked-structured-product-labels,https://lod-cloud.net/dataset/linked-structured-product-labels,Linked Structured Product Labels,Linked Structured Product Labels (LinkedSPLs) publishes all sections of FDA-approved prescription and over the counter drug package inserts from DailyMed for use by NLP and Semantic Web researchers. Currently  only data from the product labels of prescription drugs and a subset of over the counter medications is provided. A powerful feature of LinkedSPLs is that all active moieties and product labels are mapped to RxNORM PURLs provided by the NCBO Bioportal SPARQL endpoint. Also  this site's SPL data is updated weekly and all SPLs retain DailyMed versioning data so that researchers can record the provenance of the text and sections they work with. LinkedSPLs is provided as a service as part of the Drug Interaction Knowledge Base (DIKB) project.    NOTE: This resource shows content present in the Structured Product Labels provided by the National Library of Medicine's (NLM) DailyMed resource. The NLM requests that all users of DailyMed content to provide attribution to the NLM and DailyMed as is requested on the following page http://www.nlm.nih.gov/copyright.html.,deref-vocab; drugs; license-metadata; lifesciences; lod; medications-safety; provenance-metadata; published-by-third-party,health,drug mentioned in the abstract ,,,,health,cultural heritage
794,linkedct,https://lod-cloud.net/dataset/linkedct,LinkedCT,Data exposed: Linked Clinical Trials    Size of dump and data set: ~25 million triples as of April 2011. 4.8GB NTriples dump    ###CC by-nc-sa license    You are free to copy  distribute  transmit  and adapt the work for non-commercial purposes. However  you need to follow the terms and conditions available at http://www.clinicaltrials.gov/ct2/info/terms    According to OKD (http://www.opendefinition.org/okd/) the data is not considered open.,ckanupload.esw.200910; deref-vocab; format-rdf; health; lifesciences; linkeddata; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-provenance-metadata; published-by-third-party; rdf; size-gb,health,clinical trilans mentioned in the abstract,,,,ND,health
1550,lodac-bdls,https://lod-cloud.net/dataset/lodac-bdls,LODAC BDLS,LODAC BDLS (Building Dictionary for Life Sciense) provides two types of datasets. One is relationships between scientific names and common names of species. Another is relationships of Japanese and English scientific terms in Life Science. Datasets also include links to DBpedia  DBpedia Japanese and LODAC Species.,biology; deref-vocab; format-dcndl; format-dcterms; format-rdfs; format-skos; license-metadata; lifesciences; llod; lod; lodcloud-diagram-2014-08-30; no-vocab-mappings; provenance-metadata; published-by-producer; rdf,health,,,,,,health
254,neurolex-wiki,https://lod-cloud.net/dataset/neurolex-wiki,NeuroLex Wiki,"NeuroLex.org is a freely editable semantic wiki for community-based curation of the terms used in Neuroscience. It is a joint project of the Neuroscience Information Framework and the International Neuroinformatics Coordinating Facility.    This Wiki takes advantage of the Semantic Mediawiki software and the Halo Extension and has loaded all the NIF ontology classes. Many of the annotation properties associated with those classes have been tagged with properties here. Restrictions have not yet been ported over. However  in this current version  most classes just have the NIF id and the parent class/category associated with them.    The Wiki version of the NIF encodes classes as ""categories""  as in the standard Wikipedia. These class categories themselves have editable pages. This therefore allows anyone to update the definitions of the classes.    This Wiki also allows other ""instance"" articles to be tagged with those classes. Properties between classes or between ""instance"" articles can be defined as well. This allows individual terms within ""instance"" articles to be tagged with these properties. There are a few examples of this below.    By tagging parts of a page with a property  a query mechanism can reshuffle the data within those pages in tables or by generating dynamic lists.",lexicon; neuroinformatics; neuroscience; ontology,"linguistic, health",neuroscience in the abstract. linguistic as lexicon is among keywords,,,,health,publication
863,nextprot,https://lod-cloud.net/dataset/nextprot,neXtProt,neXtProt is an innovative knowledge platform dedicated to human proteins. This resource contains a wealth of high-quality data on all the human proteins that are produced by the 20'000 protein-coding genes found in the human genome. The content of neXtProt is continuously extended so as to provide many more carefully selected data sets and analysis tools.,Proteins; Proteome; Model organisms; Protein modifications; Variants; protein resource,health,proteins in abstract and keywords,,,,health,Genetics
707,nhs-jargon,https://lod-cloud.net/dataset/nhs-jargon,NHS Jargon RDF,Extracted data from the 'NHS Jargon Buster? site (http://www.ic.nhs.uk/jargon-buster). Contains definitions for commonly used acronyms in NHS (British National Health Service) documents.,format-dc; format-rdf; format-skos; format-wv; government; lod; lodcloud-diagram-2014-08-30; lodcloud.unconnected,health,health in the abstract,,,,health,SLR
1024,omwn-iwn,https://lod-cloud.net/dataset/omwn-iwn,ItalWordnet WordNet (as part of Open Multilingual WordNet),The ItalWordnet wordnet as published as part of the Open Multilingual WordNet. The goal of Open Multilingual WordNet is to make it easy to use wordnets in multiple languages. The individual wordnets have been made by many different projects and vary greatly in size and accuracy. We have (i) extracted and normalized the data  (ii) linked it to Princeton WordNet 3.0 and (iii) put it in one place. The Open Multilingual Wordnet and its components are open: they can be freely used  modified  and shared by anyone for any purpose.,lexicon; wordnet; lemon,linguistic,wordnet in the title,,,,health,linguistics
419,openbiomed-flyatlas,https://lod-cloud.net/dataset/openbiomed-flyatlas,flyatlas,,flyatlas; linkeddata; linktoflybase; open-biomed,health,unclear from the abstract for technical terminology. confirmed byopen-biomed among keywords,,,,,zology
1535,opendatascotland-simd-health-rank,https://lod-cloud.net/dataset/opendatascotland-simd-health-rank,opendatascotland-simd-health-rank,,LinkedDataCrawl2014; crawledLinkedDataCloud2014; dataset-level-metadata; dump; format-cube; format-dcat; format-dcterm; format-rdf; format-rdfs; format-void; government; license-metadata; lodcloud-diagram-2014-08-30; provenance-metadata; sparql,health,,,,,health,
330,plant-specimen,https://lod-cloud.net/dataset/plant-specimen,digitized plant specimen,The collection of data and image information obtained from a digitized plant specimen is called a digitized plant specimen record   which is generally composed of the collection  identification  collection and image data of the specimen. Plant photo data is the data generated in the process of collecting plant digital images by digital cameras or scanners for wild or cultivated plant groups  including plant images  identification species information  shooting time  location  habitat and other data. Plant image is the most direct way to understand plant characters  and it is also an important material for plant taxonomy and related research. Plant images can not only be used as research data in scientific research  scientific popularization  species identification and other fields  but also the time  location  habitat and other information recorded during shooting or collection can be used as important observation data to effectively supplement the shortcomings of traditional species information collection methods such as plant specimen collection in timeliness and completeness. In addition  the plant image of classification and identification can also be used as the basic data of computer vision technology research for the development of plant image intelligent recognition system and other rapid identification technology.  The directory contains 115788 names  including 45063 accepted names and 70725 synonyms  belonging to 483 families  4253 genera  37689 species and 7374 species. It also contains the original published literature corresponding to each name and the provincial distribution information corresponding to each accepted name.,plant species; scientific name; digitized record; Plantdigital images; Plantdigital,cultural heritage?,data about plants. is it related to natural heritage?,,,yes,,health
1657,podorozhnyk,https://lod-cloud.net/dataset/podorozhnyk,podorozhnyk.com,Podorozhnyk - сеть аптек в Украине,,health,"chemistries by exploring links attached to the lod cloud page, but all descriptions are in ucranian",,,,ND,
1091,racai-llod-simonero,https://lod-cloud.net/dataset/racai-llod-simonero,SiMoNERo - the Romanian medical treebank,This is a medical corpus annotated morphologically  syntactically and with 4 types of Named Entities from the medical domain: ANAT (body parts)  CHEM (Chemicals and Drugs)  DISO (disorders)  and PROC (procedures).,medical treebank; medical Named Entities,"linguistic, health","lingusitic as it is a treebank, health as it models medical corpus",,,,health,Linguistics
679,sadi-semantic-web-services-framework-registry,https://lod-cloud.net/dataset/sadi-semantic-web-services-framework-registry,SADI Semantic Web Services framework registry,Collection of RDF metadata about SADI services. Services registered at http://sadiframework.org/registry/register/ are dereferenced and the RDF returned is available in the SPARQL endpoint http://biordf.net/sparql in named graph http://sadiframework.org/registry/.    This CKAN entry was not created by the SADI development group  but by an interested third party.,lod,health,"unclear from the title, abstract, keywords. link to biomedical domain.",,,,,
227,symptoms-in-chinese,https://lod-cloud.net/dataset/symptoms-in-chinese,Symptoms in Chinese,This is a dataset containing entities of symptoms and symptom-related facts. It  is extracted from eight mainstream healthcare websites  three Chinese encyclopedia sites as well as Electronic Medical Records (EMRs). It also includes the link results between symptoms in our dataset and concepts in UMLS. We provide lookup interface and SPARQL endpoint for our dataset (http://dsc.nlp-bigdatalab.org:8081/search.html).,Linked Data; life science; symptoms in Chinese,health,symptoms,,,,health,cultural heritage
1176,taxonconcept,https://lod-cloud.net/dataset/taxonconcept,TaxonConcept Knowledge Base,Species are known by many different names. The TaxonConcept Knowledge Base provides informative Linked Open Data URI's for species concepts that improve the quality and stability of links between a species and data about that species. There are currently 108 175 species concepts and a and 1 000 records for species occurrences. There are also a few examples of references  and image galleries. I have added links below for an insect  mammal  bird and tree to serve as examples of the interlinking etc. The occurrence records are interlinked with GeoNames.     A species can have several different classifications  for instance it's classification in NCBI and DBpedia  are different. To allow multiple classifications  the species model is separate from any specific classification. However many want these two aspects connected together. To make this easy  I have created an additional owl:sameAs RDF dump file which makes the #Taxonomy the same as the #Species. This is particularly useful for browsing SPARQL query results with Microsoft Pivot. In addition  it is also possible to create similar mapping files that can be used to   tie the species to alternative classifications.    The data set and related vocabularies have been changed as of June 11  2013. See the sitemap.xml or void file for the full list of RDF dumps,biodiversity; deref-vocab; format-bibo; format-cc; format-dbo; format-dbpedia; format-dc; format-foaf; format-geo; format-geonames; format-geospecies; format-owl; format-rdf; format-rdfs; format-skos; format-time; format-txn; format-umbel; format-wdrs; format-wo; geographic; license-metadata; lifesciences; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; provenance-metadata; published-by-producer; sparql-endpoint; void-sparql-endpoint,"cultural heritage, health",biodiverity among keywords. it is related to natural heritage,,yes,,cultural heritage,health
605,taxonconcept-assets,https://lod-cloud.net/dataset/taxonconcept-assets,taxonconcept-assets,Descriptions of pictures showing species,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-cc; format-dcterm; format-foaf; format-pos; format-rdf; format-rdfs; format-wdrs; lifesciences; lodcloud-diagram-2014-08-30; non-deref-vocab,"cultural heritage, health",biodiverity among keywords. it is related to natural heritage,,yes,,cultural heritage,health
1402,taxonconcept-occurences,https://lod-cloud.net/dataset/taxonconcept-occurences,taxonconcept-occurences,,LinkedDataCrawl2014; crawledLinkedDataCloud2014; format-bibo; format-cc; format-dcterm; format-foaf; format-gn; format-owl; format-pos; format-rdf; format-rdfs; format-time; format-wdrs; geographic; lifesciences; lodcloud-diagram-2014-08-30,health,,,,,ND,
1279,taxref-ld,https://lod-cloud.net/dataset/taxref-ld,TAXREF-LD: Knowledge Graph of the French taxonomic registery,TAXREF-LD is the Linked Data knowledge graph representing TAXREF (https://inpn.mnhn.fr/programme/referentiel-taxonomique-taxref?lg=en)  the French national taxonomical register for fauna  flora and fungus  that covers mainland France and overseas territories. In version 15  TAXREF-LD registers 657 000+ scientific names and 199 000+ species.  TAXREF-LD is a joint initiative of the National Museum of Natural History (http://www.mnhn.fr/) and the I3S laboratory (http://www.i3s.unice.fr/) (University Côte d'Azur  CNRS  Inria). The model is described in [1].  [1] Michel F.  Gargominy O.  Tercerie S. & Faron-Zucker C. (2017). A Model to Represent Nomenclatural and Taxonomic Information as Linked Data. Application to the French Taxonomic Register  TAXREF. In _Proceedings of the 2nd International Workshop on Semantics for Biodiversity (S4BioDiv) co-located with ISWC 2017_ vol. 1933. Vienna  Austria. CEUR.,biodiversity; deref-vocab; fauna; flora; format-dc; format-dwc; format-foaf; format-geonames; format-geospecies; format-ncbitaxon; format-rdf; format-rdfs; format-skos; format-txn; license-metadata; lifesciences; lod; provenance-metadata; published-by-third-party; schemata; species; taxonomy; vocab-mappings,"cultural heritage, health",biodiverity among keywords. it is related to natural heritage,,yes,,cultural heritage,health
1245,tcga-roadmap,https://lod-cloud.net/dataset/tcga-roadmap,TCGA Roadmap,TCGA Roadmap provides an index of the files listed in the [TCGA's open access HTTP site](tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/tumor/) as Linked Data.    ## Schema    The Schema used to represent resources in the TCGA is available as a [Turtle File](http://purl.org/tcga/core).    As used below  the prefix ``tcga`` represents ``http://purl.org/tcga/core``  while ``tcgaRoot`` represents ``https://tcga-data.nci.nih.gov/tcgafiles/ftp_auth/distro_ftpusers/anonymous/tumor/``.    [Class](https://docs.google.com/open?id=0Bzu4cytkv4B8Y1VMVXNOMFhvaGM) and [Instance](https://docs.google.com/open?id=0Bzu4cytkv4B8V3lsc0VzQWE2c28) diagrams of the schema are also available.    ### Types    See the [TCGA Data Primer](https://wiki.nci.nih.gov/display/TCGA/TCGA+Data+Primer) and [Code Tables](https://tcga-data.nci.nih.gov/datareports/codeTablesReport.htm?codeTable=center) for details on these types.    * ``tcga:DiseaseStudy``  * ``tcga:CenterType``  * ``tcga:CenterDomain``  * ``tcga:Platform``  * ``tcga:DataType``  * ``tcga:Archive``  * ``tcga:File``    Data Types correspond to the directory structure:    ``tcgaRoot:DiseaseStudy/CenterType/CenterDomain/Platform/DataType/Archive/File``    e.g.    ``tcgaRoot:gbm/cgcc/mdanderson.org/mda_rppa_core/protein_exp/mdanderson.org_GBM.MDA_RPPA_Core.Level_2.1.0.0/mdanderson.org_GBM.MDA_RPPA_Core.SuperCurve.Level_2.00da2077-778c-418a-9c92-01febd970ed8.txt``    ### Properties    Entities of all types may have the following properties.    * ``rdfs:label``  * ``rdf:type``  * ``tcga:url``  * ``tcga:lastModified``  * ``tcga:firstSeen``  * ``tcga:lastSeen``    ### Properties Exclusive to ``tcga:File`` Resources    Only entities of type ``tcga:File`` have the following properties.    * ``tcga:diseaseStudy``  * ``tcga:centerType``  * ``tcga:centerDomain``  * ``tcga:platform``  * ``tcga:dataType``  * ``tcga:archive``,deref-vocab; lifesciences; lod; published-by-producer,health,,,,,ND,SLR
987,traditional-korean-medicine,https://lod-cloud.net/dataset/traditional-korean-medicine,Traditional Korean Medicine Ontology,"Traditional Korean medicine (Hangul: 한의학  Hanja: 韓醫學) developed with the influence of other traditional medicine. Its techniques in treatment and diagnosis are both similar and unique to other traditional medicine. (Visit Wikipedia  http://en.wikipedia.org/wiki/Traditional_Korean_medicine.)    ""Ontology-based Traditional Korean Medicine Knowledge Framework"" project is systematization of core knowledge of TKM and enhancing the applicability of the knowledge. This project is supported by Korean government and Korea Institute of Oriental Medicine is pursuing this project since 2009.    To achieve this  our group is constructing ontology for TKM  in particular  patient status and medicinal treatment for them. The center is conceptualizing disease  pattern  symptom and medical test result to define patient status and medicinal materials  formulas  acupuncture and moxibustion for treatment method.    For information about terms of traditional medicine in the area of East Asia  read this WHO standard  http://tkm.kiom.re.kr/ontology/doc/WHO-IST.pdf. This paper can be found at http://www.wpro.who.int/publications/PUB_9789290612487.htm. (Last check: Dec. 17th  2009)    As a first step for construction  the center is focusing on medicinal materials including biological materials (plants and animals)  minerals (stone and metal resources).",format-ncbitaxon; lifesciences; linked-data; lod; medicines; no-deref-vocab; no-provenance-metadata; no-vocab-mappings; published-by-producer,health,medicine in title and abstract,,,,health,cultural heritage
713,twc-healthdata,https://lod-cloud.net/dataset/twc-healthdata,HealthData.gov Platform (HDP) on the Semantic Web,Linked Data version of the metadata and data listed at http://hub.healthdata.gov.,deref-vocab; ecommerce; format-con; format-doap; format-foaf; format-owl; format-prov; format-qb; format-rdf; format-rdfs; format-vann; format-vcard; geographic; government; lifesciences; lod; no-license-metadata; provenance-metadata; published-by-third-party; schemata; vocab-mappings,health,health in the title,,,,health,cultural heritage
1489,whonto,https://lod-cloud.net/dataset/whonto,COvid-19 statistics Ontology,Semantic model for publishing COVID-19 data on the Web as a Graph.  The ontology focuses to represent COVID-19 cases: Create a COVID-19 knowledge space (e.g. new cases  total active  recovered  deceased  new deceased in a day) and provide the statistic of cases int Geo-location (district  state  country and continent) on daily basis.,COVID-19 Ontology; Ontology Based Courtry Wise Covid-19 Statistics; purl_covido; whonto,health,from title-abstract-keywords,,,,health,cultural heritage
770,yale_senselab,https://lod-cloud.net/dataset/yale_senselab,Yale Senselab,### About    Data exposed: Yale Senselab  Size of dump and data set: 216 KB  Notes: released without contract    > The Semantic Web development of SenseLab involves exporting data from NeuronDB  ModelDB  and BrainPharm to RDF and/or OWL format. The overall goal is to facilitate neuroscience data aggregation  integration  and reasoning using Semantic Web technologies.    > This project is part of the current and ongoing SenseLab effort including the following SenseLab team members: Kei Cheung  Huajun Chen  Ernest Lim  Matthias Samwald  Peter Masiar  Luis Marenco  Tom Morse  Nian Liu  Chiquito Crasto  Perry Miller  and Gordon Shepherd.    ### Openness    No information found.,broken_link; ckanupload.esw.200910; deref-vocab; format-rdf; lifesciences; linkeddata; lod; lodcloud.nolinks; lodcloud.unconnected; ontology; owl; published-by-third-party; rdf,not classified,unclear from title and abstract. is it related to Yale as suggested by the title? not working links,,,,,health
