_id,url,title,description,keywords,Final_decision_previous_stage,GAB - Decision after inspection of the dataset,GAB - Source that guided the decision,MAR - Decision after inspection of the dataset,MAR - Source that guided the decision,Comments,3rd reviewer comment,New link for the resource,New SPARQL URL,New RDF Dump,No LD,Only ontology?
dbtune-myspace,https://lod-cloud.net/dataset/dbtune-myspace,DBTune.org MySpace RDF Service,This service provides a live RDF representation of [Myspace](http://myspace.com/) users. If the user is also an artist  then the corresponding tracks in the streaming audio cache are included in the RDF. Note that only the top friends of the target Myspace user are included in the RDF.    This representations is designed using the Music Ontology  FOAF  and a small Myspace Ontology.    ### Issues    Triple count is a wild guess based on assumption of 10 triples for each of the 66M MySpace users.    All the links are down  marking for removal.    As of July 21  2011:  Unfortunately due to changes in the MySpace pages  the DBtune MySpace service will be down indefinitely. Sorry for inconvenience. If you have time to help fix the service you can join the MoTools project of SF or email kurtjx at gmail.,dbtune; format-rdf; lod; lodcloud.needsfixing; media; music; myspace; no-deref-vocab; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party; socialnetwork; intangible,cultural heritage,ch no working links,,ch no working links,"website is working, download links no",,,,,,,
event-media,https://lod-cloud.net/dataset/event-media,EventMedia,This dataset is composed of events and media descriptions associated with these events. It is obtained from three large public event directories (last.fm  eventful and upcoming) represented with the LODE ontology and from large media directories (flickr  youtube) represented with the W3C Media Ontology. It is interlinked with the larger Linked Open Data cloud and in particular with DBpedia  Freebase  Geonames. It also contains links to numerous related web pages  including MusicBrainz  Geonames  Last.fm  Eventful  Upcoming and Foursquare.,deref-vocab; events; format-dc; format-foaf; format-lode; format-ma; format-rdf; format-sioc; lod; media; no-license-metadata; provenance-metadata; published-by-third-party; usergeneratedcontent; vocab-mappings; intangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
glastonbury-2011,https://lod-cloud.net/dataset/glastonbury-2011,Glastonbury 2011 Programme,This has been screen scraped from the Glastonbury website.,arts; deref-vocab; festival; glastonbury; lod; lodcloud.nolinks; lodcloud.unconnected; music; programme; published-by-third-party; rdf; usergeneratedcontent; intangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
googleart-wrapper,https://lod-cloud.net/dataset/googleart-wrapper,GoogleArt wrapper,The GoogleArtProject is a place to explore museums from around the world  seeing and learning about the artwork they contain. It is a cool service  offering very high res images of the paintings  but not providing a machine-friendly access to the data shown. This server provides a wrapper around the HTML page for paintings and museums. It exposes part of the information using FOAF and Dublin Core ontologies and links the resource to DBpedia,art; crossdomain; format-dbp; format-dc; format-foaf; format-rdf; latc; lod; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; opendatachallenge; published-by-third-party; tangible,cultural heritage,ch no working links,,ch no working links,"not working, even the links at Mannheim Linked Data Catalog",,,,,,,
hedatuz,https://lod-cloud.net/dataset/hedatuz,Hedatuz,A bibliographic dataset about the publications of Hedatuz database  mantained by Euskomedia Fundazioa (foundation that shares cultural and research contents in basque language). It contains the publications published by RIEV and Eusko Ikaskuntza since 1907 and 1918 respectively.    The Linked Data has been generated by DeustoTech - Internet research group.,basque; bibliographic; euskara; format-bibo; format-dc; format-foaf; format-owl; format-rdf; hedatuz; linked data; lod; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; publications; published-by-third-party; viaf; tangible,cultural heritage,ch no working links,,ch no working links,"https://era-web.linkeddata.es/sparql-yasgui.html googling it, yasgui can be configured to query hedatuz, but it returns no results",,,,,,,
jamendo-dbtune,https://lod-cloud.net/dataset/jamendo-dbtune,DBTune.org Jamendo RDF Server,### Description    The package holds data from package:jamendo converted to RDF  available under the same license than the raw Jamendo data itself.    The package also holds links towards Geonames and Musicbrainz. The links are available under a Creative Commons Attribution-Noncommercial-Share Alike 3.0 License] (subject to change).    This is part of package:dbtune.,ckanupload.esw.200910; dbtune; format-foaf; format-mo; format-rdf; linkeddata; lod; lodcloud-diagram-2007-05-01; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; music; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-third-party; rdf; tangible,cultural heritage,ch no working links,,ch no working links,website is working. no working access points neither in the cloud and in the website,,,,,,,
jiscopenbib-bl_bnb-1,https://lod-cloud.net/dataset/jiscopenbib-bl_bnb-1,JISC Open Bibliography British National Bibliography dataset,British Library British National Bibliography package  with records of all new books published in the UK since 1950.    Use of Data: This data is being made available under a Creative Commons CC0 1.0 Universal Public Domain Dedication licence. This means that the British Library Board makes no copyright  related or neighbouring rights claims to the data and does not apply any restrictions on subsequent use and reuse of the data. The British Library accepts no liability for damages from any use of the supplied data. For more detail please see the terms of the licence.    Support: The British Library is committed to providing high quality services and accurate data. If you have any queries or identify any problems with the data please contact metadata@bl.uk.    Share knowledge: We are also very interested to hear the ways in which you have used this data so we can understand more fully the benefits of sharing it and improve our services. Please contact metadata@bl.uk if you wish to share your experiences with us and those that are using this service.    Give Credit Where Credit is Due: The British Library has a responsibility to maintain its bibliographic data on the nation’s behalf. Please credit all use of this data to the British Library and link back to www.bl.uk/bibliographic/datafree.html in order that this information can be shared and developed with today’s Internet users as well as future generations.    Duplicate of package:bluk-bnb,bibliographic; bibliography; cc0; format-rdf; format-xhtml; format-xml; library; lod; meta.duplicate; no-proprietary-vocab; publications; published-by-producer; tangible,cultural heritage,ch no working links,,ch no working links,The JISC OpenBibliography project is excited to announce that the British Library is providing a set of bibliographic data under CC0 Public Domain Dedication Licence. ,,,,,,,
john-goodwins-family-tree,https://lod-cloud.net/dataset/john-goodwins-family-tree,John Goodwin's Family Tree,Data about John Goodwin's family tree.,format-bio; format-event; format-foaf; format-owl; format-rdf; format-rel; genealogy; lod; lodcloud-diagram-2011-09-19; no-license-metadata; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; published-by-producer; usergeneratedcontent; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
libver,https://lod-cloud.net/dataset/libver,Public Library of Veroia,Public Library of Veroia Linked Open Data Project. This is the first effort of a Greek Library to expose it's Bibliographic Data as Linked Open Data.,bibliographic; format-rdf; format-rdfs; lld; lod; media; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; publications; published-by-third-party; tangible,cultural heritage,ch no working links,,ch no working links,even googling it,,,,,,,
museums-in-italy,https://lod-cloud.net/dataset/museums-in-italy,Italian Museums,List of geo-referenced italian museums. Places are linked to Geonames. Museum categories are linked to dbpedia.  More info at [http://www.linkedopendata.it/datasets/musei](http://www.linkedopendata.it/datasets/musei),country-italy; crossdomain; deref-vocab; format-rdf; format-vcard; license-metadata; linked-open-data; linkeddata; lod; lodcloud-diagram-2011-09-19; media; museum; provenance-metadata; published-by-producer; rdf; void-sparql-endpoint; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
national-library-of-greece-authority-records,https://lod-cloud.net/dataset/national-library-of-greece-authority-records,National Library of Greece Authority Records,This is the National Library of Greece Authority Records Dataset in Linked Data form.,GLAM; authority; bibliographic; library; linked data; lld; lod; no-proprietary-vocab; tangible,cultural heritage,ch no working links,,ch no working links,"it is authores by national library of greece, but the website is wrongly rendered and no downaload links are working",,,,,,,
printed-book-auction-catalogues,https://lod-cloud.net/dataset/printed-book-auction-catalogues,English Language Books listed in Printed Book Auction Catalogues from 17th Century Holland,The books are those listed in the English language section of Dutch printed book auction catalogues of collections of scholars and religious ministers. In some cases  the prior owner of the books listed was from England; in others they were of dutch nationality. For more information about printed book auction catalogues  see http://bibliopolis.nl,auction; bibliographic; book; catalogue; deref-vocab; dutch; english; format-rdf; format-rdfs; historical; holland; license-metadata; lld; lod; lodcloud-diagram-2011-09-19; no-vocab-mappings; printed; provenance-metadata; publications; published-by-third-party; puritans; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
rdfize-lastfm,https://lod-cloud.net/dataset/rdfize-lastfm,"Last.FM RDFization of Events, Artists, and Users",A Linked Data wrapper around some of the last.fm API.,format-foaf; format-rdf; format-vcard; lastfm; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; music; no-license-metadata; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party; intangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
srcmf,https://lod-cloud.net/dataset/srcmf,Syntactic Reference Corpus of Medieval French (SRCMF),The SRCMF contains the 15 Old French texts with about 280000 words. It has a high-quality manual annotation  based on a linguistically adequate dependency grammar. Annotation data is provided as RDF/XML. Available export formats are CONLL and TigerXML. The final revision of the texts is ongoing and will be finished by the end of 2013. The project was funded by the Agence Nationale de la Recherche (ANR  France) and the Deutsche Forschungsgemeinschaft (DFG  Germany) 2009-2012.,corpus; linguistics; llod; lod; lrec-2014; old-french; syntax; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
the-view-from,https://lod-cloud.net/dataset/the-view-from,The View From,A set of data about photos of the view from various places,format-dc; format-rdf; geographic; lod; lodcloud.unconnected; no-deref-vocab; photo; photography; published-by-third-party; tourism; usergeneratedcontent; void-sparql-endpoint; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
thesaurus-w,https://lod-cloud.net/dataset/thesaurus-w,Thesaurus W for Local Archives,This dataset includes four authority lists (subject headings  historical contexts  actions and document types) used to describe material in French local archives.,format-rdf; format-skos; lld; lod; no-proprietary-vocab; publications; published-by-producer; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
tip,https://lod-cloud.net/dataset/tip,TIP,A SPARQL endpoint of Taiwan Indigenous People provides Taiwan Indigenous people information  including 6 major subjects : [Ethnic](http://lod.apc.gov.tw:8890/schemas/Ethnic_Introduction/)  [Culture](http://lod.apc.gov.tw:8890/schemas/Cultural_Creative/)  [Travel](http://lod.apc.gov.tw:8890/schemas/Travel/)  [Gourmet](http://lod.apc.gov.tw:8890/schemas/Gourmet/)  [Ceremony](http://lod.apc.gov.tw:8890/schemas/Ceremony/) and [Business] (http://lod.apc.gov.tw:8890/schemas/Business/).,Indigenous People; Taiwan; aboriginal; government; indigenous; lod; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
ub-mannheim-linked-data,https://lod-cloud.net/dataset/ub-mannheim-linked-data,Linked Data Service der Universitätsbibliothek Mannheim,Publishes RDF for a number of bibliographic resources:    * Bibliograhic data of the Südwestdeutscher Bibliotheksverbund (SWB)  * Bibliographic data of the Hessisches Bibliotheksinformationssystem (HeBIS)  * Classifications of the Regensburger Verbundklassifikation (RVK)  * Bibliographic data of the Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen (HBZ),bibliographic; deref-vocab; format-dc; format-rdf; format-skos; format-xhtml; germany; library; lld; lod; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; tangible,cultural heritage,ch no working links,,ch no working links,,,,,,,,
Copyright_Free_Music00000193a96f29dc,https://lod-cloud.net/dataset/Copyright_Free_Music,Copyright Free Music,Royalty Free Music & Copyright Free Music ✔️ Unlimited Downloads Search 100% Claim-Free ☝ royalty free music & copyright free music for ⭐ youtube  games  commercial use;Unlimited Downloads tracks from our library,music; copyright free music; royalty free music; intangible,cultural heritage,ch no links available,CH but no info or link to the KG in the website,ch no links available,"It is CH according to the website, but there are no access points. ",No access,,,,,,
Kronika_naukowa_Biblioteki_Jagiellońskiej,https://lod-cloud.net/dataset/Kronika_naukowa_Biblioteki_Jagiellońskiej,Kronika naukowa Biblioteki Uniwersyteckiej w Łodzi,Kronika,tangible,cultural heritage,ch no links available,No access,ch no links available,the resource is not accessible. the website does not work and it is not attached to links to accessing the resource,No access,,,,,,
Sherry_Wine,https://lod-cloud.net/dataset/Sherry_Wine,Sherry Wine Vocabulary,Vocabulary about Sherry Wine,tangible,cultural heritage,ch no links available,No kg indicated in the resources,ch no links available,the resource is not accessible as it is not attached to links to accessing the resource,No access,,,,,,
Sherry_Wine_,https://lod-cloud.net/dataset/Sherry_Wine_,Sherry Wine,Se trata de un vocabulario diseñado para conocer y exponer los vinos y sus principales características de la Denominación de Origen de Jerez (Sherry Wine).,tangible,cultural heritage,ch no links available,no access,ch no links available,the resource is not accessible as it is not attached to links to accessing the resource,No access,,,,,,
freeyork-org,https://lod-cloud.net/dataset/freeyork-org,Freeyork,Freeyork dataset  built with WordLift from the website https://freeyork.org/,design; freeyork; wordlift; generic,cultural heritage,ch no LD,No LD on the website,ch no LD,,include but problem for the Reusability,to keep and agree to penalize this kind of datasets in the reusability aspect as they do not are compliant with semantic web technologies standard,,,,Yes,
"Kumar,_Gireesh__and_Singh,_Anand","https://lod-cloud.net/dataset/Kumar,_Gireesh__and_Singh,_Anand",Informatics Studies,Heritage Informatics,Cultural Heritage; Heritage Classification; generic,cultural heritage,ch no LD,"Paper related to the CH, no LD",ch no LD,"the website and the download links are links to a paper: ""Identification, documentation and
promotion of cultural heritage:
problems and prospects in the
Indian context""",No LD download,,,,,Yes,
massobservationarchivecatalogue,https://lod-cloud.net/dataset/massobservationarchivecatalogue,Mass Observation Archive catalogue,The data is the catalogue records of the Mass Observation Archive  a Designated collection. The Mass Observation Archive is a written record of everyday life in Britain 1937-55. It's a unique insight in to life during the Second World War.     http://data.lib.sussex.ac.uk/data/mass-observation/    http://www.massobs.org.uk/a_brief_history.htm    The conversion to Linked Data was carried out as part of the JISC funded SALDA project by the University of Sussex Library with key support from Eduserv.,archives; crossdomain; deref-vocab; format-xhtml; history; jisc; lod; lodcloud.nolinks; lodcloud.unconnected; published-by-producer; war; tangible,cultural heritage,ch no LD,Updated link to the resources from google: https://massobs.org.uk/the-archive/ No LD resources in the website,ch no LD,Googling it https://massobs.org.uk/ > Mass Observation is known for its extensive collection of World War Two diaries and documents.no evidence of LD download,,,https://massobs.org.uk/,,,Yes,
periodo,https://lod-cloud.net/dataset/periodo,PeriodO Period Gazetteer,[PeriodO](http://perio.do) is a gazetteer of scholarly definitions of historical  art-historical  and archaeological periods. It eases the task of linking among datasets that define periods differently. It also helps scholars and students see where period definitions overlap or diverge.,archaeology; deref-vocab; format-dcterms; format-skos; format-time; history; license-metadata; lod; no-vocab-mappings; periodization; provenance-metadata; published-by-producer; schemata; tangible,,ch no LD,No LD resources from the website: https://perio.do/en/,ch no LD,No LD resources from the website: https://perio.do/en/,,,https://perio.do/en/,,,Yes,
